household,person,age,maritalStatus,income,female,hispanic,race,edu
630347,5,32,Never married,25000,0,0,Black,Bachelors
630679,1,31,Now married,82000,1,0,Black,Some College
630679,2,31,Now married,24000,0,0,Black,Some College
630706,1,32,Now married,55000,0,0,Black,Bachelors
630706,2,29,Now married,33000,1,0,Black,Bachelors
630706,3,2,,,1,0,Black,
630708,1,49,Now married,320000,0,0,White,Advanced Degree
630708,2,41,Now married,2930,1,0,White,Bachelors
630708,3,1,,,0,0,White,
630709,1,43,Now married,31700,0,0,Black,Bachelors
630709,2,44,Now married,42000,1,0,Black,Bachelors
630709,3,9,,,1,0,Black,Less than High School
630709,4,7,,,1,0,Black,Less than High School
630800,1,50,Separated,49000,1,0,Black,Some College
631006,1,59,Now married,18300,0,0,Other,Less than High School
631006,2,46,Widowed,61000,0,0,Other,Less than High School
631261,1,57,Divorced,85000,0,0,White,Some College
631305,1,29,Now married,65000,0,0,White,Bachelors
631305,2,29,Now married,18000,1,0,White,Advanced Degree
631305,3,0,,,1,0,White,
631536,1,73,Now married,28500,0,0,White,High School
631536,2,47,Now married,167000,1,0,White,Bachelors
631613,1,54,Now married,15800,0,0,White,Advanced Degree
631613,2,53,Now married,70000,1,0,White,Advanced Degree
631623,1,35,Now married,165000,0,0,White,Bachelors
631623,2,42,Now married,1000,1,0,White,Bachelors
631655,1,19,Never married,28000,1,0,White,Some College
631655,2,21,Never married,25000,0,0,White,Some College
631661,1,53,Now married,111400,0,0,White,Bachelors
631661,2,47,Now married,11400,1,0,White,Some College
631689,1,73,Now married,8200,0,0,White,Advanced Degree
631689,2,77,Now married,7800,1,0,White,Less than High School
631702,1,80,Now married,159800,0,0,White,Some College
631702,2,61,Now married,18000,1,0,White,Some College
631732,1,51,Now married,93000,0,0,White,Advanced Degree
631732,2,52,Now married,0,1,0,White,Bachelors
631737,1,29,Now married,43000,0,0,White,Some College
631737,2,30,Now married,43200,1,0,White,Bachelors
631737,3,57,Divorced,20000,1,0,White,Some College
631919,1,25,Never married,6000,0,0,White,Bachelors
631919,2,25,Never married,5800,1,0,White,Some College
632007,1,49,Now married,173000,0,0,White,Advanced Degree
632007,2,46,Now married,55000,1,0,White,Bachelors
632008,1,23,Never married,40000,1,0,Black,Bachelors
632008,2,21,Never married,23800,1,0,Black,High School
632032,1,40,Divorced,24000,0,0,Asian,High School
632032,2,12,,,1,0,Asian,Less than High School
632032,3,9,,,0,0,Asian,Less than High School
632032,4,40,Never married,0,0,0,Asian,Bachelors
632100,1,28,Never married,105000,0,0,White,Bachelors
632327,1,58,Now married,139000,0,0,White,Advanced Degree
632327,2,58,Now married,2000,1,0,White,Bachelors
632354,1,30,Now married,7000,1,0,White,Advanced Degree
632354,2,29,Now married,115000,0,0,White,Bachelors
632354,3,4,,,1,0,White,Less than High School
632373,1,48,Divorced,315000,0,0,White,Advanced Degree
632373,2,20,Never married,14600,0,0,White,High School
632373,3,29,Never married,23500,1,1,Hispanic,Bachelors
632428,1,21,Never married,14000,1,0,White,Some College
632428,2,21,Never married,17000,1,0,White,Bachelors
632440,1,35,Now married,51350,0,0,Asian,Advanced Degree
632440,2,29,Now married,8000,1,0,Asian,Less than High School
632440,3,1,,,1,0,Asian,
632491,1,24,Never married,20000,0,0,White,Advanced Degree
632491,2,23,Never married,830,0,1,Hispanic,Advanced Degree
632491,3,23,Never married,3000,0,0,White,Less than High School
632830,1,67,Now married,31000,0,0,White,Bachelors
632830,2,57,Now married,13500,1,0,White,Bachelors
632840,1,55,Now married,3500,1,0,White,Some College
632840,2,76,Now married,45790,0,0,White,Advanced Degree
633026,1,44,Now married,44000,0,0,White,Advanced Degree
633026,2,47,Now married,65000,1,0,White,Advanced Degree
633338,1,36,Never married,23600,0,0,Black,High School
633454,1,35,Never married,18840,1,0,Black,Some College
633454,2,13,,,0,0,Black,Less than High School
633456,1,37,Divorced,68000,1,0,White,Bachelors
633594,1,23,Now married,42400,0,0,Black,Some College
633594,2,22,Now married,6000,1,0,Black,High School
633594,3,0,,,0,0,Black,
633600,1,29,Never married,13000,1,0,White,Bachelors
633635,1,53,Separated,19000,1,0,Black,Less than High School
633953,1,19,Never married,8500,1,0,Black,Less than High School
633953,2,42,Never married,0,1,0,Black,Some College
633953,3,2,,,1,0,Black,
633953,4,1,,,1,0,Black,
633953,5,0,,,1,0,Black,
633977,1,42,Now married,50000,0,0,Black,Some College
633977,2,40,Now married,29000,1,0,Black,Bachelors
633977,3,12,,,0,0,Black,Less than High School
633977,4,11,,,0,0,Black,Less than High School
634062,1,40,Never married,6400,1,0,Black,High School
634062,2,15,Never married,0,1,0,Black,Less than High School
634062,3,10,,,0,0,Black,Less than High School
634062,4,37,Separated,77000,0,0,Black,Some College
634067,1,41,Never married,18400,1,0,Black,Less than High School
634067,2,5,,,0,0,Black,Less than High School
634067,3,8,,,1,0,Black,Less than High School
634067,4,9,,,0,0,Black,Less than High School
634067,5,7,,,1,0,Black,Less than High School
634067,6,5,,,0,0,Black,Less than High School
634067,7,5,,,0,0,Black,Less than High School
634183,1,74,Divorced,10200,1,0,Black,Less than High School
634193,1,29,Now married,45050,0,0,Black,Bachelors
634193,2,29,Now married,30020,1,0,Black,Advanced Degree
634197,1,45,Divorced,7000,1,0,Black,Some College
634197,2,15,Never married,0,0,0,Black,Less than High School
634197,3,10,,,0,0,Black,Less than High School
634197,4,20,Never married,13000,0,0,Black,Less than High School
634197,5,45,Never married,10300,1,0,Black,Some College
634245,1,69,Widowed,16000,1,0,White,Less than High School
634291,1,19,Never married,100,1,0,Black,Less than High School
634291,2,22,Never married,13000,1,0,Black,High School
634291,3,26,Never married,0,0,0,Black,High School
634335,1,67,Widowed,0,1,0,Black,Less than High School
634503,1,65,Divorced,0,1,0,Black,High School
634503,2,45,Never married,16000,1,0,Black,Less than High School
634503,3,41,Never married,15800,1,0,Black,Bachelors
634599,1,64,Widowed,58000,1,0,Black,Some College
634686,1,58,Now married,62000,0,0,White,Some College
634686,2,61,Now married,38500,1,0,White,High School
634769,1,49,Divorced,41000,0,0,Black,Bachelors
634769,2,16,Never married,0,0,0,Black,Less than High School
634790,1,38,Separated,25000,0,0,Black,Some College
634845,1,69,Now married,24300,0,0,White,High School
634845,2,70,Now married,5500,1,0,White,High School
634845,3,39,Never married,15700,0,0,White,High School
635071,1,62,Widowed,2000,1,0,White,Less than High School
635071,2,36,Never married,4000,0,0,White,High School
635466,1,63,Now married,33180,0,0,White,Some College
635466,2,57,Now married,1900,1,0,White,Less than High School
635495,1,64,Now married,18400,0,0,White,Less than High School
635495,2,75,Now married,18200,1,0,White,Some College
635535,1,79,Widowed,22700,0,0,White,Less than High School
635535,2,34,Never married,19200,0,0,White,High School
635989,1,67,Now married,25440,0,0,White,High School
635989,2,63,Now married,8300,1,0,White,High School
636058,1,33,Never married,40010,0,0,Black,High School
636058,2,9,,,0,0,Black,Less than High School
636058,3,7,,,0,0,Black,Less than High School
636058,4,34,Never married,2500,1,0,Black,Some College
636096,1,71,Now married,48500,0,0,White,Less than High School
636096,2,74,Now married,6000,1,0,White,Less than High School
636176,1,60,Now married,70000,0,0,White,Less than High School
636176,2,56,Now married,40000,1,0,White,Less than High School
636176,3,36,Never married,39000,0,0,White,Less than High School
636502,1,51,Now married,39090,0,0,White,Bachelors
636502,2,51,Now married,45000,1,0,White,Advanced Degree
636502,3,19,Never married,6200,0,0,White,Some College
636502,4,25,Never married,20400,1,0,White,Some College
636502,5,79,Widowed,18800,0,0,White,Some College
636502,6,74,Never married,52100,1,0,White,High School
636560,1,44,Separated,30000,1,0,White,Some College
636560,2,17,Never married,4000,1,0,White,Less than High School
636560,3,14,,,1,0,White,Less than High School
636560,4,3,,,0,0,White,Less than High School
636660,1,58,Divorced,20800,1,0,White,Some College
636685,1,26,Now married,20000,1,0,White,Some College
636685,2,28,Now married,40000,0,0,White,Less than High School
636685,3,1,,,1,0,White,
636692,1,50,Now married,85000,0,0,White,Some College
636692,2,36,Now married,41000,1,0,White,Some College
636696,1,46,Now married,60000,0,0,White,Less than High School
636696,2,46,Now married,19600,1,0,White,High School
636696,3,22,Never married,17000,1,0,White,High School
636696,4,18,Never married,830,1,0,White,Less than High School
636696,5,15,Never married,0,0,0,White,Less than High School
636888,1,64,Now married,21800,0,0,White,Less than High School
636888,2,56,Now married,0,1,0,White,Less than High School
636945,1,42,Now married,60000,0,0,White,Some College
636945,2,43,Now married,17800,1,0,White,Some College
636945,3,21,Never married,5000,1,0,White,High School
636945,4,19,Never married,7500,1,0,White,Some College
636945,5,9,,,0,0,White,Less than High School
636956,1,51,Divorced,32000,1,0,White,Some College
636956,2,0,,,1,0,White,
637071,1,37,Divorced,50000,0,0,White,Some College
637071,2,5,,,1,0,White,Less than High School
637073,1,45,Now married,33000,0,0,White,Less than High School
637073,2,45,Now married,65000,1,0,White,Some College
637315,1,69,Widowed,13500,1,0,Black,Less than High School
637315,2,60,Divorced,0,0,0,Black,High School
637315,3,47,Separated,3900,0,0,Black,High School
637315,4,36,Never married,0,0,0,Black,Less than High School
637367,1,51,Divorced,13300,1,0,Black,High School
637621,1,43,Now married,62000,0,0,White,Bachelors
637621,2,36,Now married,8200,1,0,White,Some College
637621,3,11,,,1,0,White,Less than High School
637621,4,9,,,0,0,White,Less than High School
637719,1,39,Now married,34000,0,0,Black,Some College
637719,2,43,Now married,300,1,0,Black,High School
637719,3,4,,,0,0,Black,Less than High School
637719,4,8,,,1,0,Black,Less than High School
637719,5,10,,,0,0,Black,Less than High School
637719,6,8,,,0,0,Black,Less than High School
637719,7,5,,,0,0,Black,Less than High School
637719,8,3,,,0,0,Black,Less than High School
637961,1,55,Now married,65200,0,0,White,Some College
637961,2,56,Now married,16500,1,0,White,High School
638038,1,42,Divorced,10000,0,0,White,High School
638170,1,63,Now married,45900,0,0,White,High School
638170,2,58,Now married,19000,1,0,White,Some College
638189,1,55,Never married,20100,1,0,White,High School
638249,1,82,Widowed,6100,1,0,Black,Less than High School
638519,1,35,Now married,29000,0,0,White,High School
638519,2,26,Now married,0,1,0,White,Less than High School
638519,3,15,Never married,9900,0,0,White,Less than High School
638519,4,11,,,0,0,White,Less than High School
638519,5,2,,,0,0,White,
638636,1,55,Now married,900,0,0,Black,Less than High School
638636,2,57,Now married,0,1,0,Black,High School
638816,1,31,Never married,15800,1,0,Black,Some College
638816,2,1,,,1,0,Black,
638816,3,14,,,1,0,Black,Less than High School
638816,4,8,,,0,0,Black,Less than High School
638816,5,31,Never married,21100,1,0,Other,Less than High School
638905,1,75,Divorced,10800,1,0,White,Less than High School
638957,1,45,Now married,318000,0,0,Asian,Advanced Degree
638957,2,42,Now married,0,1,0,Asian,Some College
639013,1,60,Widowed,6500,1,0,Black,Less than High School
639013,2,47,Never married,6100,0,0,Black,Less than High School
639128,1,23,Never married,6200,0,0,Black,Some College
639128,2,2,,,0,0,Black,
639128,3,23,Never married,0,1,0,Black,Some College
639144,1,64,Now married,65080,0,0,White,Some College
639144,2,63,Now married,340,1,0,White,Some College
639563,1,49,Now married,7600,1,0,Black,High School
639563,2,45,Now married,0,0,0,Black,High School
639586,1,38,Now married,38600,0,0,White,Advanced Degree
639586,2,46,Now married,78000,1,0,White,Advanced Degree
639753,1,60,Divorced,30000,0,0,White,Bachelors
640070,1,48,Divorced,45000,1,0,White,Bachelors
640070,2,20,Never married,0,0,0,White,Some College
640070,3,17,Never married,430,1,0,White,Less than High School
640142,1,45,Divorced,37000,1,0,White,High School
640142,2,72,Divorced,19200,0,0,White,High School
640142,3,40,Never married,21000,0,0,White,Less than High School
640303,1,44,Divorced,48700,1,0,White,Some College
640303,2,20,Never married,3000,1,0,White,Some College
640303,3,13,,,1,0,White,Less than High School
640303,4,78,Widowed,41000,1,0,White,High School
640303,5,56,Divorced,45000,0,0,White,Some College
640380,1,20,Now married,14000,0,0,White,Less than High School
640380,2,20,Now married,0,1,0,White,Some College
640380,3,0,,,0,0,White,
640391,1,67,Widowed,38950,1,0,White,Some College
640435,1,21,Never married,22000,1,0,Black,Some College
640435,2,5,,,0,0,Black,Less than High School
640435,3,1,,,0,0,Black,
640435,4,26,Never married,7000,0,0,Black,High School
640895,1,57,Divorced,12300,0,0,White,Bachelors
641023,1,64,Divorced,50000,0,0,White,High School
641023,2,37,Divorced,30000,0,0,White,High School
641104,1,51,Now married,47710,0,0,White,Advanced Degree
641104,2,46,Now married,20000,1,0,White,High School
641104,3,22,Never married,9940,1,0,White,Bachelors
641213,1,26,Divorced,35000,1,0,White,Some College
641213,2,36,Divorced,30000,0,0,White,Some College
641243,1,30,Never married,42000,0,0,White,Some College
641287,1,40,Now married,68000,0,0,White,Some College
641287,2,37,Now married,0,1,1,Hispanic,Less than High School
641287,3,18,Never married,1800,1,1,Hispanic,Less than High School
641287,4,9,,,0,1,Hispanic,Less than High School
641287,5,8,,,1,0,White,Less than High School
641287,6,4,,,1,1,Hispanic,Less than High School
641303,1,29,Now married,33000,0,0,White,Bachelors
641303,2,31,Now married,7200,1,0,White,Some College
641303,3,7,,,0,0,White,Less than High School
641303,4,9,,,0,0,White,Less than High School
641313,1,38,Never married,6100,1,0,Black,Some College
641313,2,19,Never married,670,1,0,Black,High School
641313,3,17,Never married,2700,1,0,Black,Less than High School
641361,1,77,Now married,4300,0,0,White,Less than High School
641361,2,77,Now married,1000,1,0,White,Less than High School
641410,1,38,Now married,26840,0,0,Black,Some College
641410,2,36,Now married,36700,1,0,Black,Advanced Degree
641410,3,17,Never married,0,0,0,Black,Less than High School
641689,1,33,Divorced,30470,0,0,White,Some College
642074,1,50,Divorced,15000,0,0,White,Less than High School
642392,1,30,Now married,13200,0,0,White,Less than High School
642392,2,24,Now married,0,1,0,White,Less than High School
642392,3,9,,,1,0,White,Less than High School
642392,4,5,,,1,0,White,Less than High School
642392,5,2,,,0,0,White,
642405,1,37,Now married,18600,1,0,White,High School
642405,2,40,Now married,20000,0,0,White,High School
642405,3,19,Never married,0,1,0,White,Some College
642405,4,14,,,0,0,White,Less than High School
642622,1,40,Separated,9200,1,0,White,Some College
642622,2,15,Never married,0,1,0,White,Less than High School
642622,3,27,Divorced,11100,1,0,White,Some College
642622,4,0,,,1,1,Hispanic,
642720,1,63,Now married,30100,0,0,White,Some College
642720,2,59,Now married,31000,1,0,White,Some College
642858,1,41,Now married,38000,0,0,White,Less than High School
642858,2,37,Now married,7000,1,0,White,Less than High School
642858,3,13,,,0,0,White,Less than High School
642858,4,12,,,1,0,White,Less than High School
642937,1,34,Now married,20500,0,0,White,Some College
642937,2,28,Now married,60,1,0,White,Some College
642937,3,3,,,0,0,White,Less than High School
642937,4,1,,,1,0,White,
643209,1,42,Now married,47000,0,0,White,High School
643209,2,35,Now married,6700,1,0,White,Bachelors
643209,3,14,,,0,0,White,Less than High School
643209,4,6,,,1,0,White,Less than High School
643209,5,7,,,0,0,White,Less than High School
643898,1,36,Never married,30000,0,0,White,Some College
643992,1,66,Never married,59300,0,0,White,Some College
644014,1,58,Now married,45000,0,0,Black,Some College
644014,2,48,Now married,24160,1,0,Black,Some College
644014,3,23,Never married,6000,0,0,Black,High School
644014,4,22,Never married,15000,1,0,Black,Some College
644014,5,2,,,1,0,Black,
644084,1,80,Separated,3160,1,0,Black,Less than High School
644145,1,73,Now married,172800,0,0,White,Advanced Degree
644145,2,72,Now married,19900,1,0,White,Bachelors
